Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-08 13:30:00-04:00,202.4199981689453,202.4199981689453,201.5,201.67999267578125,0,0.0,0.0
2023-08-08 14:30:00-04:00,201.80999755859375,202.7899932861328,201.75999450683594,202.73399353027344,39702,0.0,0.0
2023-08-08 15:30:00-04:00,202.75999450683594,203.01499938964844,202.50999450683594,202.67999267578125,83818,0.0,0.0
2023-08-09 09:30:00-04:00,203.10000610351562,203.27999877929688,201.33999633789062,201.8800048828125,60633,0.0,0.0
2023-08-09 10:30:00-04:00,201.8000030517578,202.3800048828125,201.0800018310547,201.21499633789062,41966,0.0,0.0
2023-08-09 11:30:00-04:00,201.11000061035156,201.6699981689453,200.91000366210938,201.6699981689453,38265,0.0,0.0
2023-08-09 12:30:00-04:00,201.63999938964844,202.30999755859375,201.55999755859375,202.02999877929688,17180,0.0,0.0
2023-08-09 13:30:00-04:00,202.15499877929688,202.38999938964844,201.7100067138672,202.32000732421875,41723,0.0,0.0
2023-08-09 14:30:00-04:00,202.46969604492188,203.22999572753906,202.34500122070312,202.96499633789062,47776,0.0,0.0
2023-08-09 15:30:00-04:00,202.92999267578125,203.01499938964844,201.49000549316406,201.57000732421875,124285,0.0,0.0
2023-08-10 09:30:00-04:00,201.9499969482422,205.125,201.5500030517578,204.94000244140625,76166,0.0,0.0
2023-08-10 10:30:00-04:00,204.86000061035156,205.05999755859375,203.27000427246094,203.38999938964844,28944,0.0,0.0
2023-08-10 11:30:00-04:00,203.5,203.6999969482422,202.27000427246094,202.75,33259,0.0,0.0
2023-08-10 12:30:00-04:00,202.47000122070312,202.9499969482422,201.6750030517578,201.7899932861328,33432,0.0,0.0
2023-08-10 13:30:00-04:00,201.5850067138672,202.72999572753906,201.5850067138672,202.69500732421875,67623,0.0,0.0
2023-08-10 14:30:00-04:00,202.7899932861328,203.57000732421875,202.5749969482422,203.25,65662,0.0,0.0
2023-08-10 15:30:00-04:00,203.22000122070312,203.50999450683594,202.47000122070312,202.6699981689453,165246,0.0,0.0
2023-08-11 09:30:00-04:00,202.30999755859375,204.3249969482422,202.30999755859375,204.1699981689453,52137,0.0,0.0
2023-08-11 10:30:00-04:00,204.1999969482422,204.67999267578125,203.7899932861328,204.56500244140625,49177,0.0,0.0
2023-08-11 11:30:00-04:00,204.66000366210938,204.6699981689453,203.5800018310547,204.33999633789062,55983,0.0,0.0
2023-08-11 12:30:00-04:00,204.36000061035156,204.5749969482422,203.6999969482422,204.50999450683594,34232,0.0,0.0
2023-08-11 13:30:00-04:00,204.60000610351562,204.60000610351562,203.75,204.41110229492188,42900,0.0,0.0
2023-08-11 14:30:00-04:00,204.4250030517578,204.58999633789062,204.0500030517578,204.2100067138672,38315,0.0,0.0
2023-08-11 15:30:00-04:00,204.19000244140625,204.3000030517578,203.3249969482422,203.49000549316406,96679,0.0,0.0
2023-08-14 09:30:00-04:00,204.05999755859375,205.4199981689453,203.72000122070312,205.10000610351562,66741,0.0,0.0
2023-08-14 10:30:00-04:00,205.0500030517578,206.5399932861328,204.74000549316406,206.4499969482422,84727,0.0,0.0
2023-08-14 11:30:00-04:00,206.57000732421875,207.2550048828125,206.36000061035156,207.07000732421875,71442,0.0,0.0
2023-08-14 12:30:00-04:00,207.03500366210938,207.05999755859375,206.30999755859375,206.52999877929688,26358,0.0,0.0
2023-08-14 13:30:00-04:00,206.5399932861328,206.92999267578125,206.25999450683594,206.9149932861328,33994,0.0,0.0
2023-08-14 14:30:00-04:00,206.91000366210938,206.9199981689453,206.42349243164062,206.52499389648438,47662,0.0,0.0
2023-08-14 15:30:00-04:00,206.5050048828125,206.75,206.22999572753906,206.6999969482422,90528,0.0,0.0
2023-08-15 09:30:00-04:00,206.13999938964844,206.27000427246094,204.9199981689453,205.17999267578125,34815,0.0,0.0
2023-08-15 10:30:00-04:00,205.25999450683594,206.07000732421875,204.77999877929688,205.58999633789062,56557,0.0,0.0
2023-08-15 11:30:00-04:00,205.55999755859375,205.9499969482422,204.72999572753906,205.33999633789062,56972,0.0,0.0
2023-08-15 12:30:00-04:00,205.52000427246094,205.74000549316406,205.10000610351562,205.61000061035156,41193,0.0,0.0
2023-08-15 13:30:00-04:00,205.55999755859375,205.72000122070312,205.32000732421875,205.6699981689453,28186,0.0,0.0
2023-08-15 14:30:00-04:00,205.625,206.11000061035156,204.89999389648438,204.89999389648438,74952,0.0,0.0
2023-08-15 15:30:00-04:00,204.88999938964844,205.0399932861328,204.50999450683594,204.6699981689453,149678,0.0,0.0
2023-08-16 09:30:00-04:00,204.67999267578125,206.25,203.85000610351562,204.02999877929688,29728,0.0,0.0
2023-08-16 10:30:00-04:00,204.0800018310547,204.6300048828125,203.6199951171875,204.02999877929688,30845,0.0,0.0
2023-08-16 11:30:00-04:00,204.1300048828125,204.2899932861328,202.8300018310547,203.1300048828125,37925,0.0,0.0
2023-08-16 12:30:00-04:00,203.1199951171875,203.3000030517578,202.05999755859375,202.1300048828125,40504,0.0,0.0
2023-08-16 13:30:00-04:00,202.0399932861328,202.57000732421875,201.64999389648438,202.05999755859375,62326,0.0,0.0
2023-08-16 14:30:00-04:00,202.0850067138672,202.34559631347656,201.3699951171875,201.7449951171875,49448,0.0,0.0
2023-08-16 15:30:00-04:00,201.76499938964844,202.0500030517578,201.4600067138672,201.55499267578125,79285,0.0,0.0
2023-08-17 09:30:00-04:00,202.49000549316406,203.5399932861328,201.97999572753906,202.8699951171875,23968,0.0,0.0
2023-08-17 10:30:00-04:00,203.1024932861328,203.1024932861328,201.21749877929688,201.4600067138672,34872,0.0,0.0
2023-08-17 11:30:00-04:00,201.4199981689453,202.02000427246094,200.74000549316406,201.89500427246094,38562,0.0,0.0
2023-08-17 12:30:00-04:00,201.99000549316406,202.22999572753906,201.6999969482422,201.9499969482422,18040,0.0,0.0
2023-08-17 13:30:00-04:00,201.8300018310547,202.22000122070312,201.67999267578125,202.0399932861328,23724,0.0,0.0
2023-08-17 14:30:00-04:00,201.9199981689453,201.9199981689453,200.36000061035156,200.7725067138672,39131,0.0,0.0
2023-08-17 15:30:00-04:00,200.72999572753906,201.1999969482422,200.25,200.33999633789062,103067,0.0,0.0
2023-08-18 09:30:00-04:00,196.32000732421875,200.4499969482422,196.32000732421875,200.0050048828125,57154,0.0,0.0
2023-08-18 10:30:00-04:00,199.89999389648438,200.9199981689453,199.3300018310547,200.61000061035156,30393,0.0,0.0
2023-08-18 11:30:00-04:00,200.5800018310547,200.65499877929688,199.97000122070312,200.13999938964844,28874,0.0,0.0
2023-08-18 12:30:00-04:00,200.08999633789062,200.35000610351562,199.8300018310547,199.92999267578125,24123,0.0,0.0
2023-08-18 13:30:00-04:00,200.0399932861328,200.44500732421875,199.6649932861328,200.44500732421875,28588,0.0,0.0
2023-08-18 14:30:00-04:00,200.41000366210938,200.8000030517578,200.16000366210938,200.4199981689453,37239,0.0,0.0
2023-08-18 15:30:00-04:00,200.38999938964844,200.8699951171875,199.9600067138672,200.3800048828125,62404,0.0,0.0
2023-08-21 09:30:00-04:00,200.64999389648438,201.98199462890625,200.27999877929688,201.05999755859375,27678,0.0,0.0
2023-08-21 10:30:00-04:00,200.9499969482422,201.33999633789062,199.97999572753906,200.2050018310547,41643,0.0,0.0
2023-08-21 11:30:00-04:00,200.30999755859375,200.42999267578125,199.7624969482422,200.3699951171875,22883,0.0,0.0
2023-08-21 12:30:00-04:00,200.30999755859375,201.05999755859375,200.0850067138672,200.92999267578125,24911,0.0,0.0
2023-08-21 13:30:00-04:00,200.92999267578125,201.38999938964844,200.82000732421875,200.88999938964844,37804,0.0,0.0
2023-08-21 14:30:00-04:00,200.8699951171875,201.58999633789062,200.8699951171875,201.3350067138672,31868,0.0,0.0
2023-08-21 15:30:00-04:00,201.36000061035156,201.89999389648438,201.25999450683594,201.4199981689453,57608,0.0,0.0
2023-08-22 09:30:00-04:00,202.14999389648438,203.52999877929688,202.14999389648438,203.0,61202,0.0,0.0
2023-08-22 10:30:00-04:00,203.02999877929688,203.4199981689453,202.7100067138672,203.2899932861328,47889,0.0,0.0
2023-08-22 11:30:00-04:00,203.34500122070312,203.34500122070312,201.97999572753906,202.3699951171875,52942,0.0,0.0
2023-08-22 12:30:00-04:00,202.41000366210938,203.07000732421875,202.1999969482422,203.07000732421875,133358,0.0,0.0
2023-08-22 13:30:00-04:00,203.05499267578125,203.1300048828125,202.35000610351562,202.5800018310547,49509,0.0,0.0
2023-08-22 14:30:00-04:00,202.63999938964844,203.5500030517578,202.50999450683594,203.33999633789062,56663,0.0,0.0
2023-08-22 15:30:00-04:00,203.38999938964844,203.42999267578125,202.69000244140625,202.85000610351562,85532,0.0,0.0
2023-08-23 09:30:00-04:00,203.0500030517578,203.67489624023438,202.4600067138672,203.11000061035156,37603,0.0,0.0
2023-08-23 10:30:00-04:00,203.2100067138672,203.41000366210938,202.6300048828125,203.32000732421875,75804,0.0,0.0
2023-08-23 11:30:00-04:00,203.22000122070312,203.83999633789062,202.8300018310547,203.6699981689453,54100,0.0,0.0
2023-08-23 12:30:00-04:00,203.6699981689453,204.69000244140625,203.44000244140625,204.58999633789062,39966,0.0,0.0
2023-08-23 13:30:00-04:00,204.71499633789062,205.27000427246094,204.71499633789062,205.09500122070312,31225,0.0,0.0
2023-08-23 14:30:00-04:00,205.11000061035156,205.11000061035156,204.5,205.0399932861328,63422,0.0,0.0
2023-08-23 15:30:00-04:00,205.13900756835938,205.22000122070312,204.63499450683594,204.83999633789062,93040,0.0,0.0
2023-08-24 09:30:00-04:00,205.1999969482422,205.7100067138672,203.77999877929688,203.98500061035156,43396,0.59,0.0
2023-08-24 10:30:00-04:00,203.83999633789062,203.86000061035156,202.75999450683594,203.27000427246094,33846,0.0,0.0
2023-08-24 11:30:00-04:00,203.1999969482422,203.1999969482422,202.5,202.5,19465,0.0,0.0
2023-08-24 12:30:00-04:00,202.58999633789062,202.92999267578125,201.77999877929688,201.94000244140625,23447,0.0,0.0
2023-08-24 13:30:00-04:00,201.88999938964844,202.55999755859375,201.8249969482422,202.52999877929688,40557,0.0,0.0
2023-08-24 14:30:00-04:00,202.5850067138672,202.63499450683594,202.10000610351562,202.23500061035156,40497,0.0,0.0
2023-08-24 15:30:00-04:00,202.2899932861328,202.39999389648438,201.2100067138672,201.2899932861328,66241,0.0,0.0
2023-08-25 09:30:00-04:00,202.92999267578125,203.58999633789062,202.35000610351562,202.4752960205078,38592,0.0,0.0
2023-08-25 10:30:00-04:00,202.33999633789062,202.4499969482422,201.1199951171875,202.4499969482422,20165,0.0,0.0
2023-08-25 11:30:00-04:00,202.6199951171875,203.42999267578125,202.3000030517578,203.42999267578125,21252,0.0,0.0
2023-08-25 12:30:00-04:00,203.57000732421875,203.60499572753906,202.75999450683594,203.0500030517578,23013,0.0,0.0
2023-08-25 13:30:00-04:00,202.99000549316406,204.05999755859375,202.8300018310547,203.80999755859375,21403,0.0,0.0
2023-08-25 14:30:00-04:00,204.0399932861328,204.5800018310547,203.80499267578125,204.52000427246094,36079,0.0,0.0
2023-08-25 15:30:00-04:00,204.44000244140625,204.5050048828125,203.86000061035156,203.88999938964844,58124,0.0,0.0
2023-08-28 09:30:00-04:00,204.6199951171875,206.05999755859375,204.12399291992188,205.6699981689453,29210,0.0,0.0
2023-08-28 10:30:00-04:00,205.6999969482422,206.04269409179688,205.3000030517578,205.36000061035156,23896,0.0,0.0
2023-08-28 11:30:00-04:00,205.39999389648438,205.7899932861328,205.1199951171875,205.49000549316406,27160,0.0,0.0
2023-08-28 12:30:00-04:00,205.51499938964844,206.6300048828125,205.41009521484375,206.14999389648438,21735,0.0,0.0
2023-08-28 13:30:00-04:00,206.24000549316406,206.24000549316406,205.6649932861328,205.97999572753906,26652,0.0,0.0
2023-08-28 14:30:00-04:00,205.9199981689453,206.47000122070312,205.8175048828125,206.43600463867188,46319,0.0,0.0
2023-08-28 15:30:00-04:00,206.35499572753906,207.05999755859375,206.22999572753906,206.83999633789062,104876,0.0,0.0
2023-08-29 09:30:00-04:00,206.85000610351562,208.36000061035156,206.30499267578125,208.14500427246094,45032,0.0,0.0
2023-08-29 10:30:00-04:00,208.27999877929688,208.2899932861328,207.10000610351562,207.9875030517578,30566,0.0,0.0
2023-08-29 11:30:00-04:00,207.89999389648438,208.7281036376953,207.47000122070312,208.6999969482422,36746,0.0,0.0
2023-08-29 12:30:00-04:00,208.66000366210938,208.66000366210938,207.8699951171875,208.10000610351562,31908,0.0,0.0
2023-08-29 13:30:00-04:00,208.11419677734375,208.32000732421875,207.50999450683594,207.85499572753906,65963,0.0,0.0
2023-08-29 14:30:00-04:00,207.85000610351562,208.0749969482422,207.47279357910156,207.88499450683594,55125,0.0,0.0
2023-08-29 15:30:00-04:00,207.96139526367188,207.96139526367188,207.3300018310547,207.5399932861328,79819,0.0,0.0
2023-08-30 09:30:00-04:00,207.3800048828125,208.13999938964844,207.08999633789062,207.32000732421875,101426,0.0,0.0
2023-08-30 10:30:00-04:00,207.47000122070312,208.0850067138672,207.375,207.84500122070312,32938,0.0,0.0
2023-08-30 11:30:00-04:00,207.84500122070312,208.22999572753906,207.6699981689453,207.9600067138672,57385,0.0,0.0
2023-08-30 12:30:00-04:00,208.03500366210938,208.11000061035156,207.64999389648438,207.8699951171875,42688,0.0,0.0
2023-08-30 13:30:00-04:00,207.83999633789062,207.99000549316406,207.5,207.6199951171875,38984,0.0,0.0
2023-08-30 14:30:00-04:00,207.72999572753906,208.52999877929688,207.63999938964844,208.48500061035156,53932,0.0,0.0
2023-08-30 15:30:00-04:00,208.47000122070312,208.5290069580078,207.72999572753906,208.11000061035156,94256,0.0,0.0
2023-08-31 09:30:00-04:00,209.1999969482422,211.6699981689453,209.1999969482422,211.5500030517578,70224,0.0,0.0
2023-08-31 10:30:00-04:00,211.63999938964844,212.22999572753906,210.9499969482422,212.1300048828125,72261,0.0,0.0
2023-08-31 11:30:00-04:00,212.0399932861328,212.33999633789062,211.15499877929688,211.5800018310547,89361,0.0,0.0
2023-08-31 12:30:00-04:00,211.57000732421875,212.28500366210938,211.5399932861328,212.25,44986,0.0,0.0
2023-08-31 13:30:00-04:00,212.2949981689453,212.41000366210938,211.7100067138672,211.8300018310547,47187,0.0,0.0
2023-08-31 14:30:00-04:00,212.00999450683594,212.05999755859375,210.49000549316406,211.30999755859375,69292,0.0,0.0
2023-08-31 15:30:00-04:00,211.3800048828125,212.0,211.11000061035156,211.11000061035156,170594,0.0,0.0
2023-09-01 09:30:00-04:00,212.5,214.27999877929688,212.07000732421875,214.2100067138672,91072,0.0,0.0
2023-09-01 10:30:00-04:00,213.94000244140625,214.0500030517578,213.14999389648438,213.27499389648438,51556,0.0,0.0
2023-09-01 11:30:00-04:00,213.2899932861328,213.42999267578125,212.39999389648438,213.4199981689453,46881,0.0,0.0
2023-09-01 12:30:00-04:00,213.5,213.9698944091797,213.16419982910156,213.24000549316406,65769,0.0,0.0
