Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-08 13:30:00-04:00,114.66500091552734,114.95999908447266,114.66500091552734,114.72000122070312,0,0.0,0.0
2023-08-08 14:30:00-04:00,114.73999786376953,114.95999908447266,114.63999938964844,114.94000244140625,197891,0.0,0.0
2023-08-08 15:30:00-04:00,114.94000244140625,115.05000305175781,114.73999786376953,114.8499984741211,314789,0.0,0.0
2023-08-09 09:30:00-04:00,113.51000213623047,115.40989685058594,113.44499969482422,115.31009674072266,237461,0.0,0.0
2023-08-09 10:30:00-04:00,115.33499908447266,115.34500122070312,114.4000015258789,114.44999694824219,118222,0.0,0.0
2023-08-09 11:30:00-04:00,114.44000244140625,114.58999633789062,114.1449966430664,114.26000213623047,136495,0.0,0.0
2023-08-09 12:30:00-04:00,114.27999877929688,114.68000030517578,114.25,114.68000030517578,91389,0.0,0.0
2023-08-09 13:30:00-04:00,114.68000030517578,114.77999877929688,114.5199966430664,114.69999694824219,101355,0.0,0.0
2023-08-09 14:30:00-04:00,114.70999908447266,114.79000091552734,114.47000122070312,114.6500015258789,149095,0.0,0.0
2023-08-09 15:30:00-04:00,114.63500213623047,114.66999816894531,114.04000091552734,114.19999694824219,276480,0.0,0.0
2023-08-10 09:30:00-04:00,114.6500015258789,115.33000183105469,114.6500015258789,115.2699966430664,157346,0.0,0.0
2023-08-10 10:30:00-04:00,115.22769927978516,115.5,115.08000183105469,115.41690063476562,158356,0.0,0.0
2023-08-10 11:30:00-04:00,115.40499877929688,115.69999694824219,114.88999938964844,115.05999755859375,200100,0.0,0.0
2023-08-10 12:30:00-04:00,115.0999984741211,115.3499984741211,114.76000213623047,114.76499938964844,115939,0.0,0.0
2023-08-10 13:30:00-04:00,114.75,115.0199966430664,114.54000091552734,114.93000030517578,165239,0.0,0.0
2023-08-10 14:30:00-04:00,114.94999694824219,115.30000305175781,114.80000305175781,114.90499877929688,213343,0.0,0.0
2023-08-10 15:30:00-04:00,114.91999816894531,114.91999816894531,114.51000213623047,114.80000305175781,308635,0.0,0.0
2023-08-11 09:30:00-04:00,114.7300033569336,114.8499984741211,114.04000091552734,114.70999908447266,136579,0.0,0.0
